FULL_ADDRESS,STREET,CITY,ZIP,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"4117 4TH ST NW, WASHINGTON DC, 20011","4117 4TH ST NW"," WASHINGTON DC"," 20011",38.941647,-77.016849,1,rooftop,"4117 4th St NW",,"Washington, DC 20011",4117,"4th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"432 O ST SW 1, WASHINGTON DC, 20024","432 O ST SW 1"," WASHINGTON DC"," 20024",38.873122,-77.019079,1,rooftop,"432 O St SW",1,"Washington, DC 20024",432,"O St SW",,1,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
"2400 GOOD HOPE RD SE 2, WASHINGTON DC, 20020","2400 GOOD HOPE RD SE 2"," WASHINGTON DC"," 20020",38.862171,-76.971952,0.82,nearest_rooftop_match,"2327 Good Hope Ct SE",2,"Washington, DC 20020",2327,"Good Hope Ct SE",,2,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"2311 ALTAMONT PL SE 1, WASHINGTON DC, 20020","2311 ALTAMONT PL SE 1"," WASHINGTON DC"," 20020",38.86336,-76.972294,1,rooftop,"2311 Altamont Pl SE","Apt 1","Washington, DC 20020",2311,"Altamont Pl SE",Apt,1,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"2315 ALTAMONT PL SE 1, WASHINGTON DC, 20020","2315 ALTAMONT PL SE 1"," WASHINGTON DC"," 20020",38.863534,-76.972135,1,rooftop,"2315 Altamont Pl SE","Apt 1","Washington, DC 20020",2315,"Altamont Pl SE",Apt,1,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"1708 TAYLOR ST NW, WASHINGTON DC, 20011","1708 TAYLOR ST NW"," WASHINGTON DC"," 20011",38.940633,-77.038746,1,rooftop,"1708 Taylor St NW",,"Washington, DC 20011",1708,"Taylor St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"4501 CONNECTICUT AVE NW, WASHINGTON DC, 20008","4501 CONNECTICUT AVE NW"," WASHINGTON DC"," 20008",38.948511,-77.06519,1,rooftop,"4501 Connecticut Ave NW",,"Washington, DC 20008",4501,"Connecticut Ave NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
"5601 POTOMAC AVE NW, WASHINGTON DC, 20016","5601 POTOMAC AVE NW"," WASHINGTON DC"," 20016",38.930206,-77.11054,1,rooftop,"5601 Potomac Ave NW",,"Washington, DC 20016",5601,"Potomac Ave NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"27 O ST NW, WASHINGTON DC, 20001","27 O ST NW"," WASHINGTON DC"," 20001",38.908821,-77.010276,1,rooftop,"27 O St NW",,"Washington, DC 20001",27,"O St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"5037 ESKRIDGE TER NW, WASHINGTON DC, 20016","5037 ESKRIDGE TER NW"," WASHINGTON DC"," 20016",38.924824,-77.099364,1,rooftop,"5037 Eskridge Ter NW",,"Washington, DC 20016",5037,"Eskridge Ter NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"2841 ARIZONA TER NW, WASHINGTON DC, 20016","2841 ARIZONA TER NW"," WASHINGTON DC"," 20016",38.928627,-77.102809,1,rooftop,"2841 Arizona Ter NW",,"Washington, DC 20016",2841,"Arizona Ter NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"2453 39TH PL NW, WASHINGTON DC, 20007","2453 39TH PL NW"," WASHINGTON DC"," 20007",38.922185,-77.077695,1,rooftop,"2453 39th Pl NW",,"Washington, DC 20007",2453,"39th Pl NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"4630 ALABAMA AVE SE, WASHINGTON DC, 20019","4630 ALABAMA AVE SE"," WASHINGTON DC"," 20019",38.879959,-76.93954,1,rooftop,"4630 Alabama Ave SE",,"Washington, DC 20019",4630,"Alabama Ave SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"21 GIRARD ST NE, WASHINGTON DC, 20002","21 GIRARD ST NE"," WASHINGTON DC"," 20002",38.925829,-77.007717,1,rooftop,"21 Girard St NE",,"Washington, DC 20002",21,"Girard St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1325 KENILWORTH AVE NE, WASHINGTON DC, 20019","1325 KENILWORTH AVE NE"," WASHINGTON DC"," 20019",38.907583,-76.937131,1,rooftop,"1325 Kenilworth Ave NE",,"Washington, DC 20019",1325,"Kenilworth Ave NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"1345 EMERALD ST NE, WASHINGTON DC, 20002","1345 EMERALD ST NE"," WASHINGTON DC"," 20002",38.896582,-76.98686,1,rooftop,"1345 Emerald St NE",,"Washington, DC 20002",1345,"Emerald St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"325 UPSHUR ST NW, WASHINGTON DC, 20011","325 UPSHUR ST NW"," WASHINGTON DC"," 20011",38.94237,-77.016374,1,rooftop,"325 Upshur St NW",,"Washington, DC 20011",325,"Upshur St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1411 SHEPHERD ST NW, WASHINGTON DC, 20011","1411 SHEPHERD ST NW"," WASHINGTON DC"," 20011",38.939961,-77.033441,1,rooftop,"1411 Shepherd St NW",,"Washington, DC 20011",1411,"Shepherd St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1700 M ST NE, WASHINGTON DC, 20002","1700 M ST NE"," WASHINGTON DC"," 20002",38.905809,-76.978801,1,rooftop,"1700 M St NE",,"Washington, DC 20002",1700,"M St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"765 FAIRMONT ST NW, WASHINGTON DC, 20001","765 FAIRMONT ST NW"," WASHINGTON DC"," 20001",38.9252,-77.024868,1,rooftop,"765 Fairmont St NW",,"Washington, DC 20001",765,"Fairmont St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"740 BARNABY ST SE, WASHINGTON DC, 20032","740 BARNABY ST SE"," WASHINGTON DC"," 20032",38.829457,-76.994953,1,rooftop,"740 Barnaby St SE",,"Washington, DC 20032",740,"Barnaby St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"1876 4TH ST NE, WASHINGTON DC, 20002","1876 4TH ST NE"," WASHINGTON DC"," 20002",38.91519,-77.000839,1,rooftop,"1876 4th St NE",,"Washington, DC 20002",1876,"4th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"6000 13TH PL NW, WASHINGTON DC, 20011","6000 13TH PL NW"," WASHINGTON DC"," 20011",38.96315,-77.031373,1,rooftop,"6000 13th Pl NW",,"Washington, DC 20011",6000,"13th Pl NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"6030 13TH PL NW, WASHINGTON DC, 20011","6030 13TH PL NW"," WASHINGTON DC"," 20011",38.963744,-77.031056,1,rooftop,"6030 13th Pl NW",,"Washington, DC 20011",6030,"13th Pl NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2335 ALTAMONT PL SE, WASHINGTON DC, 20020","2335 ALTAMONT PL SE"," WASHINGTON DC"," 20020",38.863929,-76.971287,1,rooftop,"2335 Altamont Pl SE",,"Washington, DC 20020",2335,"Altamont Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"2 18TH ST SE, WASHINGTON DC, 20003","2 18TH ST SE"," WASHINGTON DC"," 20003",38.889512,-76.978722,1,rooftop,"2 18th St SE",,"Washington, DC 20003",2,"18th St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"60 O ST NW, WASHINGTON DC, 20001","60 O ST NW"," WASHINGTON DC"," 20001",38.908269,-77.0111,1,rooftop,"60 O St NW",,"Washington, DC 20001",60,"O St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"414 OGLETHORPE ST NE, WASHINGTON DC, 20011","414 OGLETHORPE ST NE"," WASHINGTON DC"," 20011",38.961495,-77.000591,1,rooftop,"414 Oglethorpe St NE",,"Washington, DC 20011",414,"Oglethorpe St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"2810 - 2872 TEXAS AVE SE, WASHINGTON DC, 20020","2810 - 2872 TEXAS AVE SE"," WASHINGTON DC"," 20020",38.867866,-76.967157,0.99,rooftop,"2810 Texas Ave SE",,"Washington, DC 20020",2810,"Texas Ave SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"2765 NAYLOR RD SE, WASHINGTON DC, 20020","2765 NAYLOR RD SE"," WASHINGTON DC"," 20020",38.857414,-76.967931,1,rooftop,"2765 Naylor Rd SE",,"Washington, DC 20020",2765,"Naylor Rd SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"620 58TH ST NE, WASHINGTON DC, 20019","620 58TH ST NE"," WASHINGTON DC"," 20019",38.897669,-76.91805,1,rooftop,"620 58th St NE",,"Washington, DC 20019",620,"58th St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"723 QUINCY ST NW, WASHINGTON DC, 20011","723 QUINCY ST NW"," WASHINGTON DC"," 20011",38.937854,-77.022321,1,rooftop,"723 Quincy St NW",,"Washington, DC 20011",723,"Quincy St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1254 FARRAGUT PL NE, WASHINGTON DC, 20017","1254 FARRAGUT PL NE"," WASHINGTON DC"," 20017",38.951773,-76.987855,1,rooftop,"1254 Farragut Pl NE",,"Washington, DC 20017",1254,"Farragut Pl NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"1415 GIRARD ST NW, WASHINGTON DC, 20009","1415 GIRARD ST NW"," WASHINGTON DC"," 20009",38.925724,-77.033342,1,rooftop,"1415 Girard St NW",,"Washington, DC 20009",1415,"Girard St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"4220 17TH ST NW, WASHINGTON DC, 20011","4220 17TH ST NW"," WASHINGTON DC"," 20011",38.942483,-77.038943,1,rooftop,"4220 17th St NW",,"Washington, DC 20011",4220,"17th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"6249 30TH ST NW, WASHINGTON DC, 20015","6249 30TH ST NW"," WASHINGTON DC"," 20015",38.972588,-77.057953,1,rooftop,"6249 30th St NW",,"Washington, DC 20015",6249,"30th St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"1642 IRVING ST NW, WASHINGTON DC, 20010","1642 IRVING ST NW"," WASHINGTON DC"," 20010",38.928579,-77.03812,1,rooftop,"1642 Irving St NW",,"Washington, DC 20010",1642,"Irving St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"2025 FENDALL ST SE, WASHINGTON DC, 20020","2025 FENDALL ST SE"," WASHINGTON DC"," 20020",38.864333,-76.980231,1,rooftop,"2025 Fendall St SE",,"Washington, DC 20020",2025,"Fendall St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"3408 OLIVER ST NW, WASHINGTON DC, 20015","3408 OLIVER ST NW"," WASHINGTON DC"," 20015",38.966524,-77.069331,1,rooftop,"3408 Oliver St NW",,"Washington, DC 20015",3408,"Oliver St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"3074 CLINTON ST NE, WASHINGTON DC, 20018","3074 CLINTON ST NE"," WASHINGTON DC"," 20018",38.93177,-76.964646,1,rooftop,"3074 Clinton St NE",,"Washington, DC 20018",3074,"Clinton St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"608 21ST ST NE, WASHINGTON DC, 20002","608 21ST ST NE"," WASHINGTON DC"," 20002",38.89752,-76.97443,1,rooftop,"608 21st St NE",,"Washington, DC 20002",608,"21st St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1946 BENNETT PL NE, WASHINGTON DC, 20002","1946 BENNETT PL NE"," WASHINGTON DC"," 20002",38.899669,-76.974771,1,rooftop,"1946 Bennett Pl NE",,"Washington, DC 20002",1946,"Bennett Pl NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"5416 31ST ST NW, WASHINGTON DC, 20015","5416 31ST ST NW"," WASHINGTON DC"," 20015",38.961626,-77.062493,1,rooftop,"5416 31st St NW",,"Washington, DC 20015",5416,"31st St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"1462 1/2 BANGOR ST SE, WASHINGTON DC, 20020","1462 1/2 BANGOR ST SE"," WASHINGTON DC"," 20020",38.860722,-76.985421,1,rooftop,"1462 1/2 Bangor St SE",,"Washington, DC 20020","1462 1/2","Bangor St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"1907 CURTIS CT SE, WASHINGTON DC, 20020","1907 CURTIS CT SE"," WASHINGTON DC"," 20020",38.873343,-76.97699,1,rooftop,"1907 Curtis Ct SE",,"Washington, DC 20020",1907,"Curtis Ct SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"4045 CLAY PL NE, WASHINGTON DC, 20019","4045 CLAY PL NE"," WASHINGTON DC"," 20019",38.89249,-76.945321,1,rooftop,"4045 Clay Pl NE",,"Washington, DC 20019",4045,"Clay Pl NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"721 EMERSON ST NE, WASHINGTON DC, 20017","721 EMERSON ST NE"," WASHINGTON DC"," 20017",38.949893,-76.995725,1,rooftop,"721 Emerson St NE",,"Washington, DC 20017",721,"Emerson St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"1152 15TH ST NW, WASHINGTON DC, 20005","1152 15TH ST NW"," WASHINGTON DC"," 20005",38.904942,-77.035239,1,rooftop,"1152 15th St NW",,"Washington, DC 20005",1152,"15th St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
"524 VAN BUREN ST NW, WASHINGTON DC, 20012","524 VAN BUREN ST NW"," WASHINGTON DC"," 20012",38.969742,-77.020769,1,rooftop,"524 Van Buren St NW",,"Washington, DC 20012",524,"Van Buren St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"124 JEFFERSON ST NW, WASHINGTON DC, 20011","124 JEFFERSON ST NW"," WASHINGTON DC"," 20011",38.955388,-77.012642,1,rooftop,"124 Jefferson St NW",,"Washington, DC 20011",124,"Jefferson St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"5055 8TH ST NE, WASHINGTON DC, 20017","5055 8TH ST NE"," WASHINGTON DC"," 20017",38.951286,-76.993705,1,rooftop,"5055 8th St NE",,"Washington, DC 20017",5055,"8th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"5671 WESTERN AVE NW, WASHINGTON DC, 20015","5671 WESTERN AVE NW"," WASHINGTON DC"," 20015",38.966295,-77.078183,1,rooftop,"5671 Western Ave NW",,"Washington, DC 20015",5671,"Western Ave NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"6140 NORTH DAKOTA AVE NW, WASHINGTON DC, 20011","6140 NORTH DAKOTA AVE NW"," WASHINGTON DC"," 20011",38.96471,-77.01458,1,rooftop,"6140 N Dakota Ave NW",,"Washington, DC 20011",6140,"N Dakota Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1323 CONSTITUTION AVE NE 1323, WASHINGTON DC, 20002","1323 CONSTITUTION AVE NE 1323"," WASHINGTON DC"," 20002",38.891801,-76.987412,1,rooftop,"1323 Constitution Ave NE",1323,"Washington, DC 20002",1323,"Constitution Ave NE",,1323,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"730 CHESAPEAKE ST SE","730 CHESAPEAKE ST SE",,,38.829446,-76.995648,1,rooftop,"730 Chesapeake St SE",,"Washington, DC 20032",730,"Chesapeake St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
"5527 JAY ST NE, WASHINGTON DC, 20019","5527 JAY ST NE"," WASHINGTON DC"," 20019",38.899085,-76.920087,1,rooftop,"5527 Jay St NE",,"Washington, DC 20019",5527,"Jay St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"27 46TH ST SE, WASHINGTON DC, 20019","27 46TH ST SE"," WASHINGTON DC"," 20019",38.888608,-76.936245,1,rooftop,"27 46th St SE",,"Washington, DC 20019",27,"46th St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"134 R ST NE, WASHINGTON DC, 20002","134 R ST NE"," WASHINGTON DC"," 20002",38.912839,-77.005196,1,rooftop,"134 R St NE",,"Washington, DC 20002",134,"R St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"2354 KING PL NW, WASHINGTON DC, 20007","2354 KING PL NW"," WASHINGTON DC"," 20007",38.921978,-77.095813,1,rooftop,"2354 King Pl NW",,"Washington, DC 20007",2354,"King Pl NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"521 8TH ST NE, WASHINGTON DC, 20002","521 8TH ST NE"," WASHINGTON DC"," 20002",38.896776,-76.994679,1,rooftop,"521 8th St NE",,"Washington, DC 20002",521,"8th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"2826 BLADENSBURG RD NE, WASHINGTON DC, 20018","2826 BLADENSBURG RD NE"," WASHINGTON DC"," 20018",38.926539,-76.964122,1,rooftop,"2826 Bladensburg Rd NE",,"Washington, DC 20018",2826,"Bladensburg Rd NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"5615 33RD ST NW, WASHINGTON DC, 20015","5615 33RD ST NW"," WASHINGTON DC"," 20015",38.965428,-77.066125,1,rooftop,"5615 33rd St NW",,"Washington, DC 20015",5615,"33rd St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"1336 E ST SE, WASHINGTON DC, 20003","1336 E ST SE"," WASHINGTON DC"," 20003",38.88303,-76.98703,1,rooftop,"1336 E St SE",,"Washington, DC 20003",1336,"E St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"5519 CENTRAL AVE SE, WASHINGTON DC, 20019","5519 CENTRAL AVE SE"," WASHINGTON DC"," 20019",38.886043,-76.920966,1,rooftop,"5519 Central Ave SE",,"Washington, DC 20019",5519,"Central Ave SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"565 23RD PL NE, WASHINGTON DC, 20002","565 23RD PL NE"," WASHINGTON DC"," 20002",38.897628,-76.973044,1,rooftop,"565 23rd Pl NE",,"Washington, DC 20002",565,"23rd Pl NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1122 STAPLES ST NE, WASHINGTON DC, 20002","1122 STAPLES ST NE"," WASHINGTON DC"," 20002",38.901773,-76.985578,1,rooftop,"1122 Staples St NE",,"Washington, DC 20002",1122,"Staples St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"332 OAKDALE PL NW, WASHINGTON DC, 20001","332 OAKDALE PL NW"," WASHINGTON DC"," 20001",38.917799,-77.017038,1,rooftop,"332 Oakdale Pl NW",,"Washington, DC 20001",332,"Oakdale Pl NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
"2227 PERRY ST NE, WASHINGTON DC, 20018","2227 PERRY ST NE"," WASHINGTON DC"," 20018",38.936001,-76.972991,1,rooftop,"2227 Perry St NE",,"Washington, DC 20018",2227,"Perry St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"4030 GRANT ST NE, WASHINGTON DC, 20019","4030 GRANT ST NE"," WASHINGTON DC"," 20019",38.898582,-76.945346,1,rooftop,"4030 Grant St NE",,"Washington, DC 20019",4030,"Grant St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"410 G ST NE, WASHINGTON DC, 20002","410 G ST NE"," WASHINGTON DC"," 20002",38.899112,-77.000082,1,rooftop,"410 G St NE",,"Washington, DC 20002",410,"G St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"274 DIVISION AVE NE, WASHINGTON DC, 20019","274 DIVISION AVE NE"," WASHINGTON DC"," 20019",38.894422,-76.927295,1,rooftop,"274 Division Ave NE",,"Washington, DC 20019",274,"Division Ave NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
"4814 8TH ST NE, WASHINGTON DC, 20017","4814 8TH ST NE"," WASHINGTON DC"," 20017",38.947797,-76.995231,1,rooftop,"4814 8th St NE",,"Washington, DC 20017",4814,"8th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"912 I ST NE, WASHINGTON DC, 20002","912 I ST NE"," WASHINGTON DC"," 20002",38.901508,-76.993074,1,rooftop,"912 I St NE",,"Washington, DC 20002",912,"I St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"5007 NEBRASKA AVE NW, WASHINGTON DC, 20008","5007 NEBRASKA AVE NW"," WASHINGTON DC"," 20008",38.955132,-77.070859,1,rooftop,"5007 Nebraska Ave NW",,"Washington, DC 20008",5007,"Nebraska Ave NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
"2901 FESSENDEN ST NW, WASHINGTON DC, 20008","2901 FESSENDEN ST NW"," WASHINGTON DC"," 20008",38.955146,-77.058443,1,rooftop,"2901 Fessenden St NW",,"Washington, DC 20008",2901,"Fessenden St NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
"5101 FORT TOTTEN DR NE, WASHINGTON DC, 20011","5101 FORT TOTTEN DR NE"," WASHINGTON DC"," 20011",38.952374,-77.007831,1,range_interpolation,"5101 Ft Totten Dr NE",,"Washington, DC 20011",5101,"Ft Totten Dr NE",,,Washington,DC,"District of Columbia",20011,US,"TIGER/Line® from the US Census Bureau"
"4410 6TH PL NE, WASHINGTON DC, 20017","4410 6TH PL NE"," WASHINGTON DC"," 20017",38.943161,-76.997677,1,rooftop,"4410 6th Pl NE",,"Washington, DC 20017",4410,"6th Pl NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"149 11TH ST NE, WASHINGTON DC, 20002","149 11TH ST NE"," WASHINGTON DC"," 20002",38.891723,-76.991325,1,rooftop,"149 11th St NE",,"Washington, DC 20002",149,"11th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
