"year","ISSUE_DATE","PERMIT_SUBTYPE_NAME","DESC_OF_WORK","FULL_ADDRESS","street","zip"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 4.2 kW size of 16 solar panels with a system height of 3.9 feet on the roof of the building.","1309 F ST NE, WASHINGTON, DC 20002","1309 F ST NE","20002"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 7.1 kW size of 23 solar panels with a system height of 1.9 feet on the roof of the building.","1521 TRINIDAD AVE NE, WASHINGTON, DC 20002","1521 TRINIDAD AVE NE","20002"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 4.8 kW size of 18 solar panels with a system height of 1.9 feet on the roof of the building.","147 KENTUCKY AVE SE, WASHINGTON, DC 20003","147 KENTUCKY AVE SE","20003"
2017,"2017/04/13 04:00:00+00","SOLAR SYSTEM","To install 2.7 kW size of 10 solar panels with a system height of 1.9 feet on the roof of the building.","208 5TH ST SE, WASHINGTON, DC 20003","208 5TH ST SE","20003"
2017,"2017/04/19 04:00:00+00","SOLAR SYSTEM","To install 5.8 size of 22 solar panels with a ballasted system on the roof of the main building and a penetrated system with a height of 2.9 feet on the roof of garage building.","3804 GARFIELD ST NW, WASHINGTON, DC 20007","3804 GARFIELD ST NW","20007"
2017,"2017/05/15 04:00:00+00","SOLAR SYSTEM","Installing a solar PV system that consist of 16 panels designed for 3.92 KW, flush mount comp shingles, Enphase M250 Microinverters. Less than 4 ft above the roof","4247 NASH ST NE, WASHINGTON, DC 20019","4247 NASH ST NE","20019"
2017,"2017/04/13 04:00:00+00","SOLAR SYSTEM","To install 75.8 kW size of 286 solar panels with a flush mount system on the roof of the building.","4417 DOUGLAS ST NE, WASHINGTON, DC 20019","4417 DOUGLAS ST NE","20019"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 5.0 kW size of 19 solar panels with a flush mount system on the roof of the building.","4803 ARKANSAS AVE NW, WASHINGTON, DC 20011","4803 ARKANSAS AVE NW","20011"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 3.7 kW size of 14 solar panels with a flush mount system on the roof of the building.","4500 14TH ST NW, WASHINGTON, DC 20011","4500 14TH ST NW","20011"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 5.1 kW size of 21 solar panels with a system height of 1.9 feet on the roof of the building.","2304 TUNLAW RD NW, WASHINGTON, DC 20007","2304 TUNLAW RD NW","20007"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 6.1 kW size of 23 solar panels with a system height of 3.9 feet on the roof of the building.","68 V ST NW, WASHINGTON, DC 20001","68 V ST NW","20001"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 3.4 kW size of 13 solar panels with a system height of 3.9 feet on the roof of the building.","18 W ST NW, WASHINGTON, DC 20001","18 W ST NW","20001"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 4.5 kW size of 17 solar panels with a system height of 3.9 feet on the roof of the building.","617 ROCK CREEK CHURCH RD NW, WASHINGTON, DC 20010","617 ROCK CREEK CHURCH RD NW","20010"
2017,"2017/04/10 04:00:00+00","SOLAR SYSTEM","15 roof mounted solar panels - 4.05 kW","510 RANDOLPH ST NW, WASHINGTON, DC 20011","510 RANDOLPH ST NW","20011"
2017,"2017/05/01 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF 12 SOLAR PANELS MOUNTED FLUSH TO ROOF OF EXISTING SFD 3.6 KW, 210 SQ FT.","818 WHEELER HILL DR SE, WASHINGTON, DC 20032","818 WHEELER HILL DR SE","20032"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 5.6 kW size of 21 solar panels with a flush mount system on the roof of the building.","1010 COOK DR SE, WASHINGTON, DC 20032","1010 COOK DR SE","20032"
2017,"2017/04/12 04:00:00+00","SOLAR SYSTEM","To install 4.2 kW size of 16 solar panels with a system height of 1.9 feet on the roof of the building.","2936 BELLEVUE TER NW, WASHINGTON, DC 20016","2936 BELLEVUE TER NW","20016"
2017,"2017/05/11 04:00:00+00","SOLAR SYSTEM","To install 304.2 kW size of 1148 solar panels with a ballasted system on the roof of the building.","2910 V ST NE, WASHINGTON, DC 20018","2910 V ST NE","20018"
2017,"2017/05/11 04:00:00+00","SOLAR SYSTEM","To install 8.7 kW size of 33 solar panels with a ballasted system on the roof of the building.","3606 ROCK CREEK CHURCH RD NW, WASHINGTON, DC 20010","3606 ROCK CREEK CHURCH RD NW","20010"
2017,"2017/04/12 04:00:00+00","SOLAR SYSTEM","To install 172.8 kW size of 652 solar panels with a ballasted and clamped system on the roof of the building.","1825 MICHIGAN AVE NE, WASHINGTON, DC 20018","1825 MICHIGAN AVE NE","20018"
2017,"2017/04/25 04:00:00+00","SOLAR SYSTEM","Installation of 15 290w Trina Solar modules for 4.35kw solar system roof-mounted below 4ft with Enphase M250 microinverters","3618 11TH ST NW, WASHINGTON, DC 20010","3618 11TH ST NW","20010"
2017,"2017/07/14 04:00:00+00","SOLAR SYSTEM","Install 182 kW solar photovoltaic system on new building rooftop.
New Building Permit B1704310","1200 MISSISSIPPI AVE SE, WASHINGTON, DC 20032","1200 MISSISSIPPI AVE SE","20032"
2017,"2017/04/13 04:00:00+00","SOLAR SYSTEM","INSTALL 14 PANEL PV SOLAR ENERGY SYSTEM ON ROOFTOP OF DETACHED GARAGE AND TRENCH TO METER AT MAIN HOUSE","828 JEFFERSON ST NE, WASHINGTON, DC 20011","828 JEFFERSON ST NE","20011"
2017,"2017/06/12 04:00:00+00","SOLAR SYSTEM","Install a 15 panel PV Solar energy system on rooftop of single family row home/town house","762 GRESHAM PL NW, WASHINGTON, DC 20001","762 GRESHAM PL NW","20001"
2017,"2017/04/26 04:00:00+00","SOLAR SYSTEM","To install 4.0 kW size of 15 solar panels with a system height of 3.9 feet on the roof of the building.","1372 E ST NE, WASHINGTON, DC 20002","1372 E ST NE","20002"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 4.2 kW size of 16 solar panels with a flush mount system on the roof of the building.","1330 HAMLIN ST NE, WASHINGTON, DC 20017","1330 HAMLIN ST NE","20017"
2017,"2017/06/20 04:00:00+00","SOLAR SYSTEM","To install 5.3 kW size of 20 solar panels with a system height of 0.8 feet on the roof of the building.","641 E ST SE, WASHINGTON, DC 20003","641 E ST SE","20003"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 8.2 kW size of 31solar panels with a system height of 3.9 feet on the roof of the building.","45 GIRARD ST NE, WASHINGTON, DC 20002","45 GIRARD ST NE","20002"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 4.0 kW size of 15 solar panels with a system height of 3.9 feet on the roof of the building.","1501 NEAL ST NE, WASHINGTON, DC 20002","1501 NEAL ST NE","20002"
2017,"2017/06/22 04:00:00+00","SOLAR SYSTEM","Solar PV system that consist of 3.92 KW, 16 microinverters.16 modules, flush mount comp shingles, less than 4ft above the roof surface.","3212 HIGHWOOD DR SE, WASHINGTON, DC 20020","3212 HIGHWOOD DR SE","20020"
2017,"2017/06/22 04:00:00+00","SOLAR SYSTEM","Solar PV system that consist of 16 modules, 4.56 kW, micro inverters, at 2ft 2ins above roof surface at highest point","1401 E ST SE, WASHINGTON, DC 20003","1401 E ST SE","20003"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 3.7 kW size of 14 solar panels with a flush mount system on the roof of the building.","3420 23RD ST SE, WASHINGTON, DC 20020","3420 23RD ST SE","20020"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 4.0 kW size of 15 solar panels with a flush mount system on the roof of the building.","6105 4TH ST NW, WASHINGTON, DC 20011","6105 4TH ST NW","20011"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 6.1 kW size of 23 solar panels with a system height of 1.9 feet on the roof of the building.","3106 PARK PL NW, WASHINGTON, DC 20010","3106 PARK PL NW","20010"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 4.0 kW size of 15 solar panels with a system height of 3.9 feet on the roof of the building.","1848 POTOMAC AVE SE, WASHINGTON, DC 20003","1848 POTOMAC AVE SE","20003"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 4.2 kW size of 16 solar panels with a system height of 2.9 feet on the roof of the building.","517 TUCKERMAN ST NW, WASHINGTON, DC 20011","517 TUCKERMAN ST NW","20011"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 2.1 kW size of 8 solar panels with a flush mount system on the roof of the building.","3216 MILITARY RD NW, WASHINGTON, DC 20015","3216 MILITARY RD NW","20015"
2017,"2017/05/11 04:00:00+00","SOLAR SYSTEM","To install 37.9 kW size of 143 solar panels with a flush mount system on the roof of the building.","5670 CENTRAL AVE SE, WASHINGTON, DC 20019","5670 CENTRAL AVE SE","20019"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 4.0 kW size of 15 solar panels with a system height of 1.9 feet on the roof of the building.","1436 FLORIDA AVE NW, WASHINGTON, DC 20009","1436 FLORIDA AVE NW","20009"
2017,"2017/07/10 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF 38 SOLAR PANELS MOUNTED FLUSH TO ROOF OF EXISTING SFD. 12.53 KW, 668 SQ FT","8425 EAST BEACH DR NW, WASHINGTON, DC 20012","8425 EAST BEACH DR NW","20012"
2017,"2017/04/24 04:00:00+00","SOLAR SYSTEM","installing 24 roof mounted solar panels - 7.2 kW","1511 G ST SE, WASHINGTON, DC 20003","1511 G ST SE","20003"
2017,"2017/08/03 04:00:00+00","SOLAR SYSTEM","Install a PV solar array on a flat roof space on a commercial building","1325 KENILWORTH AVE NE, WASHINGTON, DC 20019","1325 KENILWORTH AVE NE","20019"
2017,"2017/05/09 04:00:00+00","SOLAR SYSTEM","Installation of a 96.9kW ballast roof-mounted Solar PV system","4600 CONNECTICUT AVE NW, WASHINGTON, DC 20008","4600 CONNECTICUT AVE NW","20008"
2017,"2017/05/04 04:00:00+00","SOLAR SYSTEM","Installation of 20 320w LG solar modules for 6.4kw roof-mounted below 4ft solar with 6kw inverter.","1401 LONGFELLOW ST NW, WASHINGTON, DC 20011","1401 LONGFELLOW ST NW","20011"
2017,"2017/06/13 04:00:00+00","SOLAR SYSTEM","Installation of 32 330w Panasonic Solar modules roof-mounted under 4ft for 10.56kw system with 7.6kw inverter","4516 45TH ST NW, WASHINGTON, DC 20016","4516 45TH ST NW","20016"
2017,"2017/05/04 04:00:00+00","SOLAR SYSTEM","Installation of 22 290w Trina solar modules roof-mounted under 4ft for 6.38kw system with 22 250w microinverters.","1623 IRVING ST NW, WASHINGTON, DC 20010","1623 IRVING ST NW","20010"
2017,"2017/06/22 04:00:00+00","SOLAR SYSTEM","16-Modules 3.99 KW, COMP SHINGLE SOLAR PV ARRAY INSTALLATION, LESS THAN 4FT ABOVE THE ROOF RAPID SHUT-DOWN IS PART OF MICRO-INVERTER SYSTEM","4259 FOOTE ST NE, WASHINGTON, DC 20019","4259 FOOTE ST NE","20019"
2017,"2017/05/15 04:00:00+00","SOLAR SYSTEM","16-Modules 4.56 KW, COMP SHINGLE SOLAR PV ARRAY INSTALLATION, LESS THAN 4FT ABOVE THE ROOF, RAPID SHUT-DOWN IS PART OF MICRO-INVERTER SYSTEM.","4713 6TH ST NE, WASHINGTON, DC 20017","4713 6TH ST NE","20017"
2017,"2017/06/22 04:00:00+00","SOLAR SYSTEM","16 Modules 3.92 KW, COMP SHINGLE SOLAR PV ARRAY INSTALLATION, LESS THAN 4FT ABOVE THE ROOF, RAPID SHUT-DOWN IS PART OF MICRO-INVERTER SYSTEM.","5034 KIMI GRAY CT SE, WASHINGTON, DC 20019","5034 KIMI GRAY CT SE","20019"
2017,"2017/05/15 04:00:00+00","SOLAR SYSTEM","Solar PV system consist of 16 modules, flush mount comp shingles, less than 4ft above the roof surface, 3.92 KW, 16 microinverter","2456 SKYLAND PL SE, WASHINGTON, DC 20020","2456 SKYLAND PL SE","20020"
2017,"2017/05/15 04:00:00+00","SOLAR SYSTEM","Solar PV systems that consist of 10 modules, micro inverters, 2.85 KW , Flush-mount pitch comp shingle roof, at no more than 8ft to 10in above roof.","1 MADISON ST NE, WASHINGTON, DC 20011","1 MADISON ST NE","20011"
2017,"2017/05/31 04:00:00+00","SOLAR SYSTEM","3.54kW Residential solar system installation with a ballasted system composed of 12 panels and SolarEdge inverter with optimizers","635 REGENT PL NE, WASHINGTON, DC 20017","635 REGENT PL NE","20017"
2017,"2017/05/31 04:00:00+00","SOLAR SYSTEM","small residential 3.54 kW ballasted solar system of 12 solar panels with SolarEdge inverter and optimizer","637 REGENT PL NE, WASHINGTON, DC 20017","637 REGENT PL NE","20017"
2017,"2017/10/19 04:00:00+00","SOLAR SYSTEM","To install 7.7 kW size of solar panels with a system height of 1.9 feet on the roof of the building.","43 GIRARD ST NE, WASHINGTON, DC 20002","43 GIRARD ST NE","20002"
2017,"2017/10/31 04:00:00+00","SOLAR SYSTEM","Install 51.84kW grid-tied, roof mounted solar electric system.","4115 DAVIS PL NW, WASHINGTON, DC 20007","4115 DAVIS PL NW","20007"
2017,"2017/09/29 04:00:00+00","SOLAR SYSTEM","3.12 kW Residential Photovoltaic Solar System, utilizing 12 Trinasolar TSM-260-PD05.05 Modules and 12 Enphase M215-60-2LL-S2x-IG Microinverters. System area is 215.38 square feet, and will not extend more than 48"" (four feet) above roof surface.","1142 1ST ST NW, WASHINGTON, DC 20001","1142 1ST ST NW","20001"
2017,"2017/10/13 04:00:00+00","SOLAR SYSTEM","Construction of a rooftop photovoltaic panel array including the installation of ancillary transmission equipment.","3950 CHESAPEAKE ST NW, WASHINGTON, DC 20016","3950 CHESAPEAKE ST NW","20016"
2017,"2017/12/14 05:00:00+00","SOLAR SYSTEM","install 12 solar panels to roof of home","4314 12TH ST NE, WASHINGTON, DC 20017","4314 12TH ST NE","20017"
2017,"2017/10/23 04:00:00+00","SOLAR SYSTEM","installing 15 roof mounted solar panels - 4.425 kW","1375 MASSACHUSETTS AVE SE, WASHINGTON, DC 20003","1375 MASSACHUSETTS AVE SE","20003"
2017,"2017/11/29 05:00:00+00","SOLAR SYSTEM","install 19 roof mounted solar panels - 5.605 kW","1368 EAST CAPITOL ST NE, WASHINGTON, DC 20003","1368 EAST CAPITOL ST NE","20003"
2017,"2017/11/06 05:00:00+00","SOLAR SYSTEM","installing 13 roof mounted solar panels - 3.835 kW","1724 TAYLOR ST NW, WASHINGTON, DC 20011","1724 TAYLOR ST NW","20011"
2017,"2017/10/05 04:00:00+00","SOLAR SYSTEM","installing 12 roof mounted solar panels - 3.54 kW","507 SHERIDAN ST NW, WASHINGTON, DC 20011","507 SHERIDAN ST NW","20011"
2017,"2017/10/05 04:00:00+00","SOLAR SYSTEM","Addition of a 259.42 kW solar (PV) array to be installed on the rooftop of the building. The system will be ballasted and interconnection will be to the schools MDP. System will be composed of 763 modules.","1800 PERRY ST NE, WASHINGTON, DC 20018","1800 PERRY ST NE","20018"
2017,"2017/11/29 05:00:00+00","SOLAR SYSTEM","Installation of a 5.76kW solar PV system. Parapet mounted, 16 panels","122 13TH ST NE, WASHINGTON, DC 20002","122 13TH ST NE","20002"
2017,"2017/11/13 05:00:00+00","SOLAR SYSTEM","Installation of an 11.2kW solar PV system. Parapet Mounted 31 modules","1031 10TH ST NE, WASHINGTON, DC 20002","1031 10TH ST NE","20002"
2017,"2017/11/27 05:00:00+00","SOLAR SYSTEM","Install 90 solar panels on roof of existing building. 30.15 kW
Max height less than 2' above deck.","1536 U ST NW, WASHINGTON, DC 20009","1536 U ST NW","20009"
2017,"2017/10/06 04:00:00+00","SOLAR SYSTEM","Install 5.51kW PV system( 19 panels x 290W) On the roof","1338 INDEPENDENCE AVE SE, WASHINGTON, DC 20003","1338 INDEPENDENCE AVE SE","20003"
2017,"2017/12/26 05:00:00+00","SOLAR SYSTEM","Install 5.95kW PV System(17 panels x 350W) on the roof","1624 29TH ST NW, WASHINGTON, DC 20007","1624 29TH ST NW","20007"
2017,"2017/10/23 04:00:00+00","SOLAR SYSTEM","REVISION:  REVISE PERMIT SOL1700500.
Revision to SOL 1700500.  Racking manufacturer changed after original permit was issued.  Panel count increased from 1210 to 1226. Panel size is Sunpower 360. New total kW is 441.36 kW.","100 PEABODY ST NW, WASHINGTON, DC 20011","100 PEABODY ST NW","20011"
2017,"2017/10/25 04:00:00+00","SOLAR SYSTEM","Construction of a rooftop photovoltaic panel array including the installation of ancillary transmission equipment.","1125 NEW JERSEY AVE NW, WASHINGTON, DC 20001","1125 NEW JERSEY AVE NW","20001"
2017,"2017/10/16 04:00:00+00","SOLAR SYSTEM","INSTALL 12 ROOF MOUNTED SOLAR PANELS","3817 W ST NW, WASHINGTON, DC 20007","3817 W ST NW","20007"
2017,"2017/05/10 04:00:00+00","SOLAR SYSTEM","Install 16 roof mounted solar panels. 5.04KW.","4600 RENO RD NW, WASHINGTON, DC 20008","4600 RENO RD NW","20008"
2017,"2017/07/13 04:00:00+00","SOLAR SYSTEM","Install 28 roof mounted pv solar panels. 8.82KW","630 E ST NE, WASHINGTON, DC 20002","630 E ST NE","20002"
2017,"2017/04/19 04:00:00+00","SOLAR SYSTEM","259 SunPower X22-360W solar panels and 4 SMA TriPower inverters.  Solar to be installed on roof, interconnection to be completed in electrical room.","4801 BENNING RD SE, WASHINGTON, DC 20019","4801 BENNING RD SE","20019"
2017,"2017/05/10 04:00:00+00","SOLAR SYSTEM","Installation of Solar PV panels","1432 SHEPHERD ST NW, WASHINGTON, DC 20011","1432 SHEPHERD ST NW","20011"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 4.0 kW size of 15 solar panels with a ballasted system on the roof of the building.","52 QUINCY PL NW, WASHINGTON, DC 20001","52 QUINCY PL NW","20001"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 3.7 kW size of 14 solar panels with a flush mount system on the roof of the building.","2675 RHODE ISLAND AVE NE, WASHINGTON, DC 20018","2675 RHODE ISLAND AVE NE","20018"
2017,"2017/04/27 04:00:00+00","SOLAR SYSTEM","To install 4.0 kW size of 15 solar panels with a ballasted system on the roof of the building.","3602 ROCK CREEK CHURCH RD NW, WASHINGTON, DC 20010","3602 ROCK CREEK CHURCH RD NW","20010"
2017,"2017/05/08 04:00:00+00","SOLAR SYSTEM","Installation of 17 290w Trina solar modules roof-mounted under 4ft for 4.93kw system with 17 250w microinverters.","3618 11TH ST NW 2, WASHINGTON, DC 20010","3618 11TH ST NW 2","20010"
2017,"2017/06/12 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF 16 SOLAR PANELS MOUNTED FLUSH TO ROOF OF EXISTING SFD","5030 10TH ST NE, WASHINGTON, DC 20017","5030 10TH ST NE","20017"
2017,"2017/05/24 04:00:00+00","SOLAR SYSTEM","To install 5.3 kW size of 20 solar panels with a flush mount system on the roof of the building.","3418 23RD ST SE, WASHINGTON, DC 20020","3418 23RD ST SE","20020"
2017,"2017/05/24 04:00:00+00","SOLAR SYSTEM","To install 5.3 kW size of 20 solar panels with a system height of 1.9 feet on the roof of the building.","100 TUCKERMAN ST NW, WASHINGTON, DC 20011","100 TUCKERMAN ST NW","20011"
2017,"2017/06/06 04:00:00+00","SOLAR SYSTEM","10, 270w Roof Mounted solar panels totaling 2.7KW","5428 HAWTHORNE PL NW, WASHINGTON, DC 20016","5428 HAWTHORNE PL NW","20016"
2017,"2017/06/06 04:00:00+00","SOLAR SYSTEM","14- 300w Roof Mounted Solar Panels 4.2KW","3212 THEODORE R HAGANS DR NE, WASHINGTON, DC 20018","3212 THEODORE R HAGANS DR NE","20018"
2017,"2017/05/26 04:00:00+00","SOLAR SYSTEM","Revision to permit#SOL1700320, Line side tap outside and placing disconnect next to meter.","1850 3RD ST NW, WASHINGTON, DC 20001","1850 3RD ST NW","20001"
2017,"2017/08/30 04:00:00+00","SOLAR SYSTEM","Installing 23 Roof Mounted solar panels with microinverters totaling 6.9KW","3215 THEODORE R HAGANS DR NE, WASHINGTON, DC 20018","3215 THEODORE R HAGANS DR NE","20018"
2017,"2017/06/06 04:00:00+00","SOLAR SYSTEM","Install 14 roof mounted solar panels with microinverters for a total of 4.2KW","3231 FORT LINCOLN DR NE, WASHINGTON, DC 20018","3231 FORT LINCOLN DR NE","20018"
2017,"2017/08/10 04:00:00+00","SOLAR SYSTEM","To install 3.2 kW size of solar panels with a system height of 2.9 feet on the roof of the building.","48 UNDERWOOD PL NW, WASHINGTON, DC 20012","48 UNDERWOOD PL NW","20012"
2017,"2017/07/06 04:00:00+00","SOLAR SYSTEM","Installation of a 4kW solar PV system. Parapet Mounted.","212 15TH ST NE, WASHINGTON, DC 20002","212 15TH ST NE","20002"
2017,"2017/05/03 04:00:00+00","SOLAR SYSTEM","installing 16 roof mounted solar panels - 4.56 kW","332 E ST NE, WASHINGTON, DC 20002","332 E ST NE","20002"
2017,"2017/06/12 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF 18 SOLAR PANELS MOUNTED FLUSH TO ROOF OF EXISTING SFD. 5.4 KW, 316 SQ FT.","900 48TH ST NE, WASHINGTON, DC 20019","900 48TH ST NE","20019"
